,State,County,Income
1667,Nebraska,Cedar County,57208
1668,Nebraska,Chase County,54568
1669,Nebraska,Cherry County,53226
1670,Nebraska,Cheyenne County,58770
1671,Nebraska,Clay County,54167
1672,Nebraska,Colfax County,54876
1673,Nebraska,Cuming County,50734
1674,Nebraska,Custer County,48836
1675,Nebraska,Dakota County,52401
1676,Nebraska,Dawes County,46146
1677,Nebraska,Dawson County,51238
1678,Nebraska,Deuel County,53438
1679,Nebraska,Dixon County,57036
1680,Nebraska,Dodge County,51748
1681,Nebraska,Douglas County,58640
1682,Nebraska,Dundy County,44653
1683,Nebraska,Fillmore County,56750
1684,Nebraska,Franklin County,49453
1685,Nebraska,Frontier County,52090
1686,Nebraska,Furnas County,43400
1687,Nebraska,Gage County,52223
1688,Nebraska,Garden County,48125
1689,Nebraska,Garfield County,46509
1690,Nebraska,Gosper County,61769
1691,Nebraska,Grant County,45833
1692,Nebraska,Greeley County,47218
1693,Nebraska,Hall County,53807
1694,Nebraska,Hamilton County,61944
1695,Nebraska,Harlan County,46750
1696,Nebraska,Hayes County,44946
1697,Nebraska,Hitchcock County,41582
1698,Nebraska,Holt County,52050
1699,Nebraska,Hooker County,41607
1700,Nebraska,Howard County,53648
1701,Nebraska,Jefferson County,46576
1702,Nebraska,Johnson County,49564
1703,Nebraska,Kearney County,53207
1704,Nebraska,Keith County,45078
1705,Nebraska,Keya Paha County,48864
1706,Nebraska,Kimball County,43017
1707,Nebraska,Knox County,48072
1708,Nebraska,Lancaster County,55747
1709,Nebraska,Lincoln County,55875
1710,Nebraska,Logan County,50278
1711,Nebraska,Loup County,58625
1712,Nebraska,McPherson County,60714
1713,Nebraska,Madison County,49865
1714,Nebraska,Merrick County,53536
1715,Nebraska,Morrill County,44201
1716,Nebraska,Nance County,45428
1717,Nebraska,Nemaha County,55536
1718,Nebraska,Nuckolls County,42055
1719,Nebraska,Otoe County,54605
1720,Nebraska,Pawnee County,42176
1721,Nebraska,Perkins County,58125
1722,Nebraska,Phelps County,56408
1723,Nebraska,Pierce County,55417
1724,Nebraska,Platte County,58679
1725,Nebraska,Polk County,63667
1726,Nebraska,Red Willow County,42882
1727,Nebraska,Richardson County,46839
1728,Nebraska,Rock County,52361
1729,Nebraska,Saline County,50932
1730,Nebraska,Sarpy County,75752
1731,Nebraska,Saunders County,65015
1732,Nebraska,Scotts Bluff County,47975
1733,Nebraska,Seward County,63095
1734,Nebraska,Sheridan County,41209
1735,Nebraska,Sherman County,48704
1736,Nebraska,Sioux County,45375
1737,Nebraska,Stanton County,57534
1738,Nebraska,Thayer County,48151
1739,Nebraska,Thomas County,53173
1740,Nebraska,Thurston County,44701
1741,Nebraska,Valley County,50270
1742,Nebraska,Washington County,66485
1743,Nebraska,Wayne County,58093
1744,Nebraska,Webster County,43831
1745,Nebraska,Wheeler County,49706
1746,Nebraska,York County,59966
1747,Nevada,Churchill County,46914
1748,Nevada,Clark County,54882
1749,Nevada,Douglas County,61176
1750,Nevada,Elko County,76178
1751,Nevada,Esmeralda County,39405
1752,Nevada,Eureka County,67159
1753,Nevada,Humboldt County,69324
1754,Nevada,Lander County,79865
1755,Nevada,Lincoln County,52971
1756,Nevada,Lyon County,50920
1757,Nevada,Mineral County,39375
1758,Nevada,Nye County,44225
1759,Nevada,Pershing County,52308
1760,Nevada,Storey County,63607
1761,Nevada,Washoe County,58595
1762,Nevada,White Pine County,60358
1763,Nevada,Carson City,49341
1764,New Hampshire,Belknap County,65834
1765,New Hampshire,Carroll County,58139
1766,New Hampshire,Cheshire County,60148
1767,New Hampshire,Coos County,45386
1768,New Hampshire,Grafton County,61036
1769,New Hampshire,Hillsborough County,75777
1770,New Hampshire,Merrimack County,69856
1771,New Hampshire,Rockingham County,85619
1772,New Hampshire,Strafford County,67805
1773,New Hampshire,Sullivan County,59419
1774,New Jersey,Atlantic County,57514
1775,New Jersey,Bergen County,91572
1776,New Jersey,Burlington County,82839
1777,New Jersey,Camden County,65037
1778,New Jersey,Cape May County,62332
1779,New Jersey,Cumberland County,50000
1780,New Jersey,Essex County,57365
1781,New Jersey,Gloucester County,81489
1782,New Jersey,Hudson County,62681
1783,New Jersey,Hunterdon County,110969
1784,New Jersey,Mercer County,77027
1785,New Jersey,Middlesex County,83133
1786,New Jersey,Monmouth County,91807
1787,New Jersey,Morris County,107034
1788,New Jersey,Ocean County,65771
1789,New Jersey,Passaic County,63339
1790,New Jersey,Salem County,63934
1791,New Jersey,Somerset County,106046
1792,New Jersey,Sussex County,89238
1793,New Jersey,Union County,73376
1794,New Jersey,Warren County,75500
1795,New Mexico,Bernalillo County,50386
1796,New Mexico,Catron County,42047
1797,New Mexico,Chaves County,42177
1798,New Mexico,Cibola County,36089
1799,New Mexico,Colfax County,33042
1800,New Mexico,Curry County,41941
1801,New Mexico,De Baca County,31439
1802,New Mexico,Doña Ana County,39114
1803,New Mexico,Eddy County,60703
1804,New Mexico,Grant County,40470
1805,New Mexico,Guadalupe County,26060
1806,New Mexico,Harding County,35096
1807,New Mexico,Hidalgo County,31829
1808,New Mexico,Lea County,59285
1809,New Mexico,Lincoln County,42145
1810,New Mexico,Los Alamos County,110190
1811,New Mexico,Luna County,27602
1812,New Mexico,McKinley County,30336
1813,New Mexico,Mora County,26644
1814,New Mexico,Otero County,43533
1815,New Mexico,Quay County,26663
1816,New Mexico,Rio Arriba County,33422
1817,New Mexico,Roosevelt County,35928
1818,New Mexico,Sandoval County,60345
1819,New Mexico,San Juan County,49686
1820,New Mexico,San Miguel County,29168
1821,New Mexico,Santa Fe County,57945
1822,New Mexico,Sierra County,29690
1823,New Mexico,Socorro County,34008
1824,New Mexico,Taos County,35314
1825,New Mexico,Torrance County,35543
1826,New Mexico,Union County,38240
1827,New Mexico,Valencia County,43428
1828,New York,Albany County,62293
1829,New York,Allegany County,45359
1830,New York,Bronx County,36593
1831,New York,Broome County,49064
1832,New York,Cattaraugus County,45571
1833,New York,Cayuga County,54664
1834,New York,Chautauqua County,44304
1835,New York,Chemung County,51251
1836,New York,Chenango County,48567
1837,New York,Clinton County,52759
1838,New York,Columbia County,61093
1839,New York,Cortland County,52451
1840,New York,Delaware County,47921
1841,New York,Dutchess County,75585
1842,New York,Erie County,54006
1843,New York,Essex County,55294
1844,New York,Franklin County,50733
1845,New York,Fulton County,48033
1846,New York,Genesee County,54033
1847,New York,Greene County,53214
1848,New York,Hamilton County,55587
1849,New York,Herkimer County,49077
1850,New York,Jefferson County,50322
1851,New York,Kings County,52782
1852,New York,Lewis County,51475
1853,New York,Livingston County,53654
1854,New York,Madison County,58365
1855,New York,Monroe County,55272
1856,New York,Montgomery County,47449
1857,New York,Nassau County,105744
1858,New York,New York County,79781
1859,New York,Niagara County,51656
1860,New York,Oneida County,51316
1861,New York,Onondaga County,57271
1862,New York,Ontario County,61710
1863,New York,Orange County,75146
1864,New York,Orleans County,49223
1865,New York,Oswego County,51755
1866,New York,Otsego County,51254
1867,New York,Putnam County,99608
1868,New York,Queens County,62008
1869,New York,Rensselaer County,63166
1870,New York,Richmond County,76244
1871,New York,Rockland County,88571
1872,New York,St. Lawrence County,48330
1873,New York,Saratoga County,77548
1874,New York,Schenectady County,61315
1875,New York,Schoharie County,51842
1876,New York,Schuyler County,47810
1877,New York,Seneca County,51601
1878,New York,Steuben County,50157
1879,New York,Suffolk County,92838
1880,New York,Sullivan County,53877
1881,New York,Tioga County,57153
1882,New York,Tompkins County,56200
1883,New York,Ulster County,61652
1884,New York,Warren County,60222
1885,New York,Washington County,52527
1886,New York,Wayne County,53693
1887,New York,Westchester County,89968
1888,New York,Wyoming County,55459
1889,New York,Yates County,51758
1890,North Carolina,Alamance County,44281
1891,North Carolina,Alexander County,44523
1892,North Carolina,Alleghany County,38944
1893,North Carolina,Anson County,38123
1894,North Carolina,Ashe County,40293
1895,North Carolina,Avery County,37109
1896,North Carolina,Beaufort County,41101
1897,North Carolina,Bertie County,31287
1898,North Carolina,Bladen County,32396
1899,North Carolina,Brunswick County,51164
1900,North Carolina,Buncombe County,48464
1901,North Carolina,Burke County,40854
1902,North Carolina,Cabarrus County,60716
1903,North Carolina,Caldwell County,40735
1904,North Carolina,Camden County,68327
1905,North Carolina,Carteret County,51584
1906,North Carolina,Caswell County,39428
1907,North Carolina,Catawba County,48649
1908,North Carolina,Chatham County,59684
1909,North Carolina,Cherokee County,38115
1910,North Carolina,Chowan County,41979
1911,North Carolina,Clay County,37070
1912,North Carolina,Cleveland County,40002
1913,North Carolina,Columbus County,36261
1914,North Carolina,Craven County,49391
1915,North Carolina,Cumberland County,44737
1916,North Carolina,Currituck County,65758
1917,North Carolina,Dare County,55640
1918,North Carolina,Davidson County,45806
1919,North Carolina,Davie County,53493
1920,North Carolina,Duplin County,36679
1921,North Carolina,Durham County,56393
1922,North Carolina,Edgecombe County,32929
1923,North Carolina,Forsyth County,48369
1924,North Carolina,Franklin County,48344
1925,North Carolina,Gaston County,46626
1926,North Carolina,Gates County,52481
1927,North Carolina,Graham County,36030
1928,North Carolina,Granville County,52089
1929,North Carolina,Greene County,36989
1930,North Carolina,Guilford County,49253
1931,North Carolina,Halifax County,33573
1932,North Carolina,Harnett County,50323
1933,North Carolina,Haywood County,45538
1934,North Carolina,Henderson County,50454
1935,North Carolina,Hertford County,35806
1936,North Carolina,Hoke County,45713
1937,North Carolina,Hyde County,40532
1938,North Carolina,Iredell County,55957
1939,North Carolina,Jackson County,45078
1940,North Carolina,Johnston County,54610
1941,North Carolina,Jones County,37256
1942,North Carolina,Lee County,49272
1943,North Carolina,Lenoir County,37515
1944,North Carolina,Lincoln County,50782
1945,North Carolina,McDowell County,38776
1946,North Carolina,Macon County,40659
1947,North Carolina,Madison County,40563
1948,North Carolina,Martin County,35969
1949,North Carolina,Mecklenburg County,61695
1950,North Carolina,Mitchell County,42534
1951,North Carolina,Montgomery County,38254
1952,North Carolina,Moore County,54468
1953,North Carolina,Nash County,46187
1954,North Carolina,New Hanover County,51457
1955,North Carolina,Northampton County,33508
1956,North Carolina,Onslow County,48162
1957,North Carolina,Orange County,65522
1958,North Carolina,Pamlico County,45211
1959,North Carolina,Pasquotank County,47264
1960,North Carolina,Pender County,49357
1961,North Carolina,Perquimans County,44039
1962,North Carolina,Person County,44921
1963,North Carolina,Pitt County,43526
1964,North Carolina,Polk County,48412
1965,North Carolina,Randolph County,43598
1966,North Carolina,Richmond County,33607
1967,North Carolina,Robeson County,32407
1968,North Carolina,Rockingham County,41700
1969,North Carolina,Rowan County,46978
1970,North Carolina,Rutherford County,38573
1971,North Carolina,Sampson County,37765
1972,North Carolina,Scotland County,32739
1973,North Carolina,Stanly County,46017
1974,North Carolina,Stokes County,44490
1975,North Carolina,Surry County,39071
1976,North Carolina,Swain County,35271
1977,North Carolina,Transylvania County,44559
1978,North Carolina,Tyrrell County,32411
1979,North Carolina,Union County,70858
1980,North Carolina,Vance County,35246
1981,North Carolina,Wake County,73577
1982,North Carolina,Warren County,35443
1983,North Carolina,Washington County,34557
1984,North Carolina,Watauga County,41541
1985,North Carolina,Wayne County,41766
1986,North Carolina,Wilkes County,37173
1987,North Carolina,Wilson County,42095
1988,North Carolina,Yadkin County,41126
1989,North Carolina,Yancey County,37610
1990,North Dakota,Adams County,54700
1991,North Dakota,Barnes County,56237
1992,North Dakota,Benson County,44500
1993,North Dakota,Billings County,91518
1994,North Dakota,Bottineau County,58767
1995,North Dakota,Bowman County,65435
1996,North Dakota,Burke County,71667
1997,North Dakota,Burleigh County,67308
1998,North Dakota,Cass County,58026
1999,North Dakota,Cavalier County,65505
2000,North Dakota,Dickey County,58357
2001,North Dakota,Divide County,54223
2002,North Dakota,Dunn County,68594
2003,North Dakota,Eddy County,55294
2004,North Dakota,Emmons County,46581
2005,North Dakota,Foster County,59500
2006,North Dakota,Golden Valley County,44018
2007,North Dakota,Grand Forks County,51410
2008,North Dakota,Grant County,50875
2009,North Dakota,Griggs County,50272
2010,North Dakota,Hettinger County,56118
2011,North Dakota,Kidder County,60225
2012,North Dakota,LaMoure County,57463
2013,North Dakota,Logan County,57379
2014,North Dakota,McHenry County,61788
2015,North Dakota,McIntosh County,46012
2016,North Dakota,McKenzie County,79316
2017,North Dakota,McLean County,63926
2018,North Dakota,Mercer County,80337
2019,North Dakota,Morton County,65385
2020,North Dakota,Mountrail County,69622
2021,North Dakota,Nelson County,52417
2022,North Dakota,Oliver County,71500
2023,North Dakota,Pembina County,61393
2024,North Dakota,Pierce County,45996
2025,North Dakota,Ramsey County,55927
2026,North Dakota,Ransom County,62524
2027,North Dakota,Renville County,66023
2028,North Dakota,Richland County,60551
2029,North Dakota,Rolette County,36170
2030,North Dakota,Sargent County,60824
2031,North Dakota,Sheridan County,49750
2032,North Dakota,Sioux County,40795
2033,North Dakota,Slope County,61250
2034,North Dakota,Stark County,77328
2035,North Dakota,Steele County,65437
2036,North Dakota,Stutsman County,56088
2037,North Dakota,Towner County,54625
2038,North Dakota,Traill County,60952
2039,North Dakota,Walsh County,50781
2040,North Dakota,Ward County,64159
2041,North Dakota,Wells County,54464
2042,North Dakota,Williams County,89874
2043,Ohio,Adams County,36320
2044,Ohio,Allen County,47905
2045,Ohio,Ashland County,50893
2046,Ohio,Ashtabula County,43017
2047,Ohio,Athens County,37191
2048,Ohio,Auglaize County,59516
2049,Ohio,Belmont County,46484
2050,Ohio,Brown County,49188
2051,Ohio,Butler County,62188
2052,Ohio,Carroll County,51748
2053,Ohio,Champaign County,54495
2054,Ohio,Clark County,46275
2055,Ohio,Clermont County,64183
2056,Ohio,Clinton County,49997
2057,Ohio,Columbiana County,45498
2058,Ohio,Coshocton County,43251
2059,Ohio,Crawford County,41726
2060,Ohio,Cuyahoga County,46720
2061,Ohio,Darke County,50064
2062,Ohio,Defiance County,55295
2063,Ohio,Delaware County,100229
2064,Ohio,Erie County,51033
2065,Ohio,Fairfield County,63424
2066,Ohio,Fayette County,44289
2067,Ohio,Franklin County,56319
2068,Ohio,Fulton County,57774
2069,Ohio,Gallia County,42002
2070,Ohio,Geauga County,77104
2071,Ohio,Greene County,65032
2072,Ohio,Guernsey County,42744
2073,Ohio,Hamilton County,52389
2074,Ohio,Hancock County,52831
2075,Ohio,Hardin County,46404
2076,Ohio,Harrison County,46223
2077,Ohio,Henry County,58070
2078,Ohio,Highland County,42333
2079,Ohio,Hocking County,48073
2080,Ohio,Holmes County,58728
2081,Ohio,Huron County,49710
2082,Ohio,Jackson County,43397
2083,Ohio,Jefferson County,43161
2084,Ohio,Knox County,51211
2085,Ohio,Lake County,61137
2086,Ohio,Lawrence County,45466
2087,Ohio,Licking County,59747
2088,Ohio,Logan County,53051
2089,Ohio,Lorain County,54987
2090,Ohio,Lucas County,44820
2091,Ohio,Madison County,62897
2092,Ohio,Mahoning County,43251
2093,Ohio,Marion County,44708
2094,Ohio,Medina County,71595
2095,Ohio,Meigs County,42105
2096,Ohio,Mercer County,57052
2097,Ohio,Miami County,54568
2098,Ohio,Monroe County,43299
2099,Ohio,Montgomery County,47045
2100,Ohio,Morgan County,40276
2101,Ohio,Morrow County,52767
2102,Ohio,Muskingum County,43325
2103,Ohio,Noble County,42171
2104,Ohio,Ottawa County,56193
2105,Ohio,Paulding County,49866
2106,Ohio,Perry County,46477
2107,Ohio,Pickaway County,60314
2108,Ohio,Pike County,43562
2109,Ohio,Portage County,53816
2110,Ohio,Preble County,52661
2111,Ohio,Putnam County,61161
2112,Ohio,Richland County,44138
2113,Ohio,Ross County,45792
2114,Ohio,Sandusky County,50370
2115,Ohio,Scioto County,38978
2116,Ohio,Seneca County,49153
2117,Ohio,Shelby County,57673
2118,Ohio,Stark County,50117
2119,Ohio,Summit County,53291
2120,Ohio,Trumbull County,45380
2121,Ohio,Tuscarawas County,49460
2122,Ohio,Union County,78848
2123,Ohio,Van Wert County,50974
2124,Ohio,Vinton County,41541
2125,Ohio,Warren County,79397
2126,Ohio,Washington County,46021
2127,Ohio,Wayne County,54037
2128,Ohio,Williams County,47593
2129,Ohio,Wood County,58033
2130,Ohio,Wyandot County,49767
2131,Oklahoma,Adair County,33366
2132,Oklahoma,Alfalfa County,57432
2133,Oklahoma,Atoka County,37106
2134,Oklahoma,Beaver County,52571
2135,Oklahoma,Beckham County,49625
2136,Oklahoma,Blaine County,46362
2137,Oklahoma,Bryan County,41197
2138,Oklahoma,Caddo County,41626
2139,Oklahoma,Canadian County,69220
2140,Oklahoma,Carter County,47754
2141,Oklahoma,Cherokee County,39187
2142,Oklahoma,Choctaw County,30298
2143,Oklahoma,Cimarron County,44667
2144,Oklahoma,Cleveland County,60632
2145,Oklahoma,Coal County,39931
2146,Oklahoma,Comanche County,49569
2147,Oklahoma,Cotton County,49962
2148,Oklahoma,Craig County,40465
2149,Oklahoma,Creek County,47147
2150,Oklahoma,Custer County,48520
2151,Oklahoma,Delaware County,38234
2152,Oklahoma,Dewey County,52930
2153,Oklahoma,Ellis County,50594
2154,Oklahoma,Garfield County,50724
2155,Oklahoma,Garvin County,42567
2156,Oklahoma,Grady County,55527
2157,Oklahoma,Grant County,54460
2158,Oklahoma,Greer County,35898
2159,Oklahoma,Harmon County,38264
2160,Oklahoma,Harper County,46915
2161,Oklahoma,Haskell County,38017
2162,Oklahoma,Hughes County,38425
2163,Oklahoma,Jackson County,45189
2164,Oklahoma,Jefferson County,35933
2165,Oklahoma,Johnston County,38636
2166,Oklahoma,Kay County,44067
2167,Oklahoma,Kingfisher County,62829
2168,Oklahoma,Kiowa County,38191
2169,Oklahoma,Latimer County,40539
2170,Oklahoma,Le Flore County,39253
2171,Oklahoma,Lincoln County,47539
2172,Oklahoma,Logan County,59133
2173,Oklahoma,Love County,49409
2174,Oklahoma,McClain County,62081
2175,Oklahoma,McCurtain County,34250
2176,Oklahoma,McIntosh County,38163
2177,Oklahoma,Major County,52056
2178,Oklahoma,Marshall County,45671
2179,Oklahoma,Mayes County,45302
2180,Oklahoma,Murray County,51844
2181,Oklahoma,Muskogee County,41329
2182,Oklahoma,Noble County,52372
2183,Oklahoma,Nowata County,41282
2184,Oklahoma,Okfuskee County,38346
2185,Oklahoma,Oklahoma County,50762
2186,Oklahoma,Okmulgee County,39567
2187,Oklahoma,Osage County,47683
2188,Oklahoma,Ottawa County,38472
2189,Oklahoma,Pawnee County,46460
2190,Oklahoma,Payne County,39149
2191,Oklahoma,Pittsburg County,44941
2192,Oklahoma,Pontotoc County,46689
2193,Oklahoma,Pottawatomie County,46159
2194,Oklahoma,Pushmataha County,35414
2195,Oklahoma,Roger Mills County,51286
2196,Oklahoma,Rogers County,61320
2197,Oklahoma,Seminole County,37741
2198,Oklahoma,Sequoyah County,37455
2199,Oklahoma,Stephens County,44805
2200,Oklahoma,Texas County,49469
2201,Oklahoma,Tillman County,40728
2202,Oklahoma,Tulsa County,52017
2203,Oklahoma,Wagoner County,59210
2204,Oklahoma,Washington County,50388
2205,Oklahoma,Washita County,51909
2206,Oklahoma,Woods County,57097
2207,Oklahoma,Woodward County,57602
2208,Oregon,Baker County,43765
2209,Oregon,Benton County,54682
2210,Oregon,Clackamas County,72408
2211,Oregon,Clatsop County,49828
2212,Oregon,Columbia County,57449
2213,Oregon,Coos County,40848
2214,Oregon,Crook County,41777
2215,Oregon,Curry County,42519
2216,Oregon,Deschutes County,59152
2217,Oregon,Douglas County,44023
2218,Oregon,Gilliam County,39831
2219,Oregon,Grant County,44826
2220,Oregon,Harney County,39504
2221,Oregon,Hood River County,57269
2222,Oregon,Jackson County,48688
2223,Oregon,Jefferson County,48464
2224,Oregon,Josephine County,40705
2225,Oregon,Klamath County,42531
2226,Oregon,Lake County,32769
2227,Oregon,Lane County,47710
2228,Oregon,Lincoln County,43291
2229,Oregon,Linn County,49515
2230,Oregon,Malheur County,37112
2231,Oregon,Marion County,53828
2232,Oregon,Morrow County,54386
2233,Oregon,Multnomah County,60369
2234,Oregon,Polk County,56032
2235,Oregon,Sherman County,42074
2236,Oregon,Tillamook County,45061
2237,Oregon,Umatilla County,50071
2238,Oregon,Union County,46228
2239,Oregon,Wallowa County,44877
2240,Oregon,Wasco County,48510
2241,Oregon,Washington County,74033
2242,Oregon,Wheeler County,33563
2243,Oregon,Yamhill County,58392
2244,Pennsylvania,Adams County,62661
2245,Pennsylvania,Allegheny County,56333
2246,Pennsylvania,Armstrong County,47527
2247,Pennsylvania,Beaver County,53981
2248,Pennsylvania,Bedford County,48703
2249,Pennsylvania,Berks County,59580
2250,Pennsylvania,Blair County,45664
2251,Pennsylvania,Bradford County,50900
2252,Pennsylvania,Bucks County,82031
2253,Pennsylvania,Butler County,66037
2254,Pennsylvania,Cambria County,44943
2255,Pennsylvania,Cameron County,40402
2256,Pennsylvania,Carbon County,51236
2257,Pennsylvania,Centre County,56466
2258,Pennsylvania,Chester County,92417
2259,Pennsylvania,Clarion County,44373
2260,Pennsylvania,Clearfield County,45188
2261,Pennsylvania,Clinton County,47990
2262,Pennsylvania,Columbia County,48395
2263,Pennsylvania,Crawford County,47179
2264,Pennsylvania,Cumberland County,65544
2265,Pennsylvania,Dauphin County,57071
2266,Pennsylvania,Delaware County,69839
2267,Pennsylvania,Elk County,49876
2268,Pennsylvania,Erie County,48192
2269,Pennsylvania,Fayette County,41632
2270,Pennsylvania,Forest County,37106
2271,Pennsylvania,Franklin County,58267
2272,Pennsylvania,Fulton County,50007
2273,Pennsylvania,Greene County,50972
2274,Pennsylvania,Huntingdon County,46765
2275,Pennsylvania,Indiana County,46306
2276,Pennsylvania,Jefferson County,45342
2277,Pennsylvania,Juniata County,50571
2278,Pennsylvania,Lackawanna County,48380
2279,Pennsylvania,Lancaster County,61492
2280,Pennsylvania,Lawrence County,47188
2281,Pennsylvania,Lebanon County,57698
2282,Pennsylvania,Lehigh County,60116
2283,Pennsylvania,Luzerne County,49290
2284,Pennsylvania,Lycoming County,50634
2285,Pennsylvania,McKean County,45866
2286,Pennsylvania,Mercer County,47340
2287,Pennsylvania,Mifflin County,46286
2288,Pennsylvania,Monroe County,61430
2289,Pennsylvania,Montgomery County,84791
2290,Pennsylvania,Montour County,56250
2291,Pennsylvania,Northampton County,65390
2292,Pennsylvania,Northumberland County,44534
2293,Pennsylvania,Perry County,60847
2294,Pennsylvania,Philadelphia County,40649
2295,Pennsylvania,Pike County,63417
2296,Pennsylvania,Potter County,41406
2297,Pennsylvania,Schuylkill County,47642
2298,Pennsylvania,Snyder County,54182
2299,Pennsylvania,Somerset County,46132
2300,Pennsylvania,Sullivan County,45519
2301,Pennsylvania,Susquehanna County,52014
2302,Pennsylvania,Tioga County,50017
2303,Pennsylvania,Union County,53768
2304,Pennsylvania,Venango County,46487
2305,Pennsylvania,Warren County,45781
2306,Pennsylvania,Washington County,59309
2307,Pennsylvania,Wayne County,52161
2308,Pennsylvania,Westmoreland County,56702
2309,Pennsylvania,Wyoming County,55965
2310,Pennsylvania,York County,61707
2311,Rhode Island,Bristol County,74630
2312,Rhode Island,Kent County,69047
2313,Rhode Island,Newport County,75463
2314,Rhode Island,Providence County,52530
2315,Rhode Island,Washington County,77862
2316,South Carolina,Abbeville County,35254
2317,South Carolina,Aiken County,47713
2318,South Carolina,Allendale County,23331
2319,South Carolina,Anderson County,45551
2320,South Carolina,Bamberg County,32330
2321,South Carolina,Barnwell County,34035
2322,South Carolina,Beaufort County,60603
2323,South Carolina,Berkeley County,56697
2324,South Carolina,Calhoun County,44010
2325,South Carolina,Charleston County,57882
2326,South Carolina,Cherokee County,35286
2327,South Carolina,Chester County,37421
2328,South Carolina,Chesterfield County,38469
2329,South Carolina,Clarendon County,35838
2330,South Carolina,Colleton County,34996
2331,South Carolina,Darlington County,36217
2332,South Carolina,Dillon County,30866
2333,South Carolina,Dorchester County,58685
2334,South Carolina,Edgefield County,47500
2335,South Carolina,Fairfield County,35551
2336,South Carolina,Florence County,43310
2337,South Carolina,Georgetown County,46967
2338,South Carolina,Greenville County,53739
2339,South Carolina,Greenwood County,39196
2340,South Carolina,Hampton County,32147
2341,South Carolina,Horry County,46475
2342,South Carolina,Jasper County,39740
2343,South Carolina,Kershaw County,46565
2344,South Carolina,Lancaster County,50557
2345,South Carolina,Laurens County,40580
2346,South Carolina,Lee County,31963
2347,South Carolina,Lexington County,57482
2348,South Carolina,McCormick County,40622
2349,South Carolina,Marion County,31129
2350,South Carolina,Marlboro County,33921
2351,South Carolina,Newberry County,39600
2352,South Carolina,Oconee County,43978
2353,South Carolina,Orangeburg County,34943
2354,South Carolina,Pickens County,45332
2355,South Carolina,Richland County,52082
2356,South Carolina,Saluda County,41885
2357,South Carolina,Spartanburg County,47575
2358,South Carolina,Sumter County,41946
2359,South Carolina,Union County,37493
2360,South Carolina,Williamsburg County,30976
2361,South Carolina,York County,59394
2362,South Dakota,Aurora County,57257
2363,South Dakota,Beadle County,48995
2364,South Dakota,Bennett County,45725
2365,South Dakota,Bon Homme County,52923
2366,South Dakota,Brookings County,53473
